taxid,parent_taxid,rank,scientific_name,common_name
1156414,39107,genus,Hapalomys,
1156415,1156414,species,Hapalomys delacouri,lesser marmoset rat
1157041,218837,species,Sigmodontomys aphrastus,long-tailed rice rat
1157042,530177,species,Nephelomys levipes,light-footed rice rat
1157628,10084,species,Cricetomys ansorgei,southern giant pouched rat
1157642,2638341,species,Cricetomys sp. 1 AO-2012,
1157643,2638341,species,Cricetomys sp. 2 AO-2012,
1157644,2638341,species,Cricetomys sp. 3 AO-2012,
1158136,1032380,species,Pipistrellus sp. YPZ-2012,
1158137,2640345,species,Rousettus sp. YPZ-2012,
1158277,1158615,species,Hylomyscus sp. 1 VN-2012,
1158279,1158615,species,Hylomyscus sp. 10 VN-2012,
1158280,1158615,species,Hylomyscus sp. 2 VN-2012,
1158281,1158615,species,Hylomyscus sp. 6 VN-2012,
1158282,1158615,species,Hylomyscus sp. 7 VN-2012,
1158283,2619336,species,Praomys sp. A VN-2012,
1158284,2619336,species,Praomys sp. B VN-2012,
1158615,34857,no rank,unclassified Hylomyscus,
1158921,1158975,species,Cynopterus sp. A JLE-2012,
1158966,727696,species,Chiroptera sp. BOLD:AAA6452,
1158967,40141,no rank,unclassified Sigmodontinae,
1158968,1158967,species,Sigmodontinae sp. ABRMM535-11,
1158970,2629890,species,Rhinolophus sp. BOLD:AAB4878,
1158971,9376,no rank,unclassified Soricidae,
1158972,1158971,species,Soricidae sp. BOLD:AAA8615,
1158973,2644413,species,Microtus sp. BOLD:AAX4252,
1158974,2640928,species,Peropteryx sp. BOLD:AAI2457,
1158975,9399,no rank,unclassified Cynopterus,
1158978,9434,species,Myotis nigricans PS2,
1159185,499232,subspecies,Gorilla beringei beringei,eastern mountain gorilla
1159789,37751,subspecies,Gazella dorcas pelzelnii,
1159790,34857,species,Hylomyscus grandis,Mount Oku Hylomyscus
1159791,10111,species,Praomys derooi,Deroo's mouse
1159882,202265,species,Blarinella quadraticauda,Asiatic short-tailed shrew
1159883,202265,species,Blarinella wardi,Burmese short-tailed shrew
1160806,447134,species,Myodes glareolus x rutilus,
1160807,10001,species,Sciurus oculatus,Peter's squirrel
1161940,258918,species,Histiotus montanus,small big-eared brown bat
1162377,568926,species,Neoromicia zuluensis,Zulu serotine
1162378,258926,species,Laephotis matroka,Malagasy serotine
1162392,51347,species,Lophuromys aquilus,
1163663,1163664,species,Plagiodontia aedium,Hispaniolan hutia
1163664,30644,genus,Plagiodontia,
1163723,867169,species,Myotis sp. RJL-2012,
1163725,385035,subspecies,Myotis martiniquensis nyctor,
1163727,9434,species,Myotis nesopolus,Cucacao Myotis
1163729,1163727,subspecies,Myotis nesopolus nesopolus,
1167227,35732,subspecies,Rattus tanezumi sladeni,Sladen's rat
1167678,2685208,species,Murina sp. A MR-2012,
1167679,59488,species,Murina pluvialis,
1167681,59488,species,Murina jaintiana,
1167684,59488,species,Murina cf. huttoni,
1167882,56227,subspecies,Nyctomys sumichrasti decolorus,
1170369,52906,species,Sicista concolor,Chinese birch mouse
1170581,33551,species,Ctenomys ibicuiensis,
1170582,879280,species,Ctenomys sp. PAR-2012b,
1170810,9823,subspecies,Sus scrofa affinis,
1171130,176848,species,Uropsilus aequodonenia,
1174663,183662,genus,Feroculus,
1174664,1174663,species,Feroculus feroculus,Kelaart's long-clawed shrew
1174665,183662,genus,Solisorex,
1174666,1174665,species,Solisorex pearsoni,Pearson's long-clawed shrew
1174668,9377,species,Suncus fellowesgordoni,Sri Lanka shrew
1175847,879280,species,Ctenomys sp. MJGF-2012,
1183062,37035,subspecies,Cephalorhynchus hectori hectori,
1183837,64677,subspecies,Callosciurus erythraeus griseimanus,
1185514,13615,species,Monodelphis touan,
1185641,13615,species,Monodelphis arlindoi,
1189085,723805,subspecies,Meriones tristrami kilisensis,
1189086,723805,subspecies,Meriones tristrami lycaon,
1189087,723805,subspecies,Meriones tristrami intraponticus,
1189088,723805,subspecies,Meriones tristrami blackleri,
1189089,723805,subspecies,Meriones tristrami bodenheimeri,
1189091,723805,subspecies,Meriones tristrami bogdanovi,
1191211,9533,species,Cercopithecus lomamiensis,lesula
1194073,34870,species,Naemorhedus cranbrooki,
1194074,2617859,species,Rhizomys sp. TCZ-2012,
1194295,10186,species,Gerbillus poecilops,large Aden gerbil
1194332,54132,species,Pygathrix cinerea 1 RL-2012,
1194333,54132,species,Pygathrix cinerea 2 RL-2012,
1194334,542827,species,Rhinopithecus bieti 1 RL-2012,
1194335,542827,species,Rhinopithecus bieti 2 RL-2012,
1194336,542827,species,Rhinopithecus strykeri,Burmese snub-nosed monkey
1195082,258842,species,Triaenops menamena,
1195383,9434,species,Myotis cf. alcathoe,
1195384,9434,species,Myotis cf. aurascens,
1195385,27671,species,Pipistrellus cf. kuhlii,
1195386,27671,species,Pipistrellus cf. pygmaeus,
1195387,27673,species,Plecotus cf. kozlovi,
1195667,56227,subspecies,Nyctomys sumichrasti colimensis,
1195668,56227,subspecies,Nyctomys sumichrasti salvini,
1195669,56227,subspecies,Nyctomys sumichrasti florencei,
1195671,56227,subspecies,Nyctomys sumichrasti sumichrasti,
1196400,9310,subspecies,Potorous tridactylus trisulcatus,
1196402,9379,species,Sorex lyelli,Mt. Lyell shrew
1196403,9379,species,Sorex nanus,dwarf shrew
1196405,9379,species,Sorex milleri,Carmen Mountain shrew
1196406,9379,species,Sorex emarginatus,Zacatecas shrew
1196408,2626901,species,Sorex sp. AGH-2012,
1196409,9379,species,Sorex leucogaster,Paramushir shrew
1197750,98315,species,Alticola tuvinicus,Tuva Mountain vole
1197766,185215,subspecies,Hipposideros turpis turpis,
1197849,58068,species,Hipposideros alongensis,
1197850,1197849,subspecies,Hipposideros alongensis alongensis,
1197851,1197849,subspecies,Hipposideros alongensis sungi,
1197856,354741,species,Hipposideros larvatus s.l. SJP-2012,
1197857,58068,species,Hipposideros griffini,
1198221,219110,genus,Diplogale,
1198222,1198221,species,Diplogale hosei,Hose's palm civet
1198223,219112,genus,Macrogalidia,
1198224,1198223,species,Macrogalidia musschenbroekii,Sulawesi palm civet
1198398,36801,species,Crocidura monticola,Sunda shrew
1202162,42718,species,Marmosa alstoni,Alston's mouse oppossum
1203020,9569,genus,Simias,
1203030,59479,subspecies,Rhinolophus ferrumequinum quelpartis,Jeju Island greater horseshoe bat
1204301,59542,subspecies,Pseudois nayaur nayaur,
1207988,58068,species,Hipposideros coronatus,large Mindanao leaf-nosed bat
1207989,58068,species,Hipposideros lekaguli,large Asian leaf-nosed bat
1207990,58068,species,Hipposideros pygmaeus,Philippine pygmy leaf-nosed bat
1207991,2646091,species,Hipposideros sp. JAE-2012,
1208729,73860,species,Allactaga firouzi,Iranian jerboa
1208733,88028,species,Semnopithecus priam,tufted gray langur
1208734,88028,species,Semnopithecus hypoleucos,black-footed gray langur
1209081,9434,species,Myotis planiceps,flat-headed Myotis
1211275,2927072,genus,Malpaisomys,
1211276,1211275,species,Malpaisomys insularis,lava mouse
1214281,879280,species,Ctenomys sp. DAB-2012,
1214775,9509,subspecies,Ateles geoffroyi ornatus,
1215360,9541,subspecies,Macaca fascicularis fascicularis,
1215600,9644,subspecies,Ursus arctos isabellinus,Dzu-Teh
1215604,13513,species,Eulemur albifrons,white-headed lemur
1216344,248796,subspecies,Hylomyscus denniae vulcanorum,
1217594,237994,species,Archboldomys maximus,
1217595,237997,species,Chrotomys mindorensis,Mindoro striped rat
1217596,237999,species,Rhynchomys banahao,
1217597,237999,species,Rhynchomys soricoides,Mount Data shrew rat
1217598,237999,species,Rhynchomys tapulao,
1217599,39107,no rank,unclassified Murinae,
1217600,1932368,species,Soricomys kalinga,
1217601,1932368,species,Soricomys leonardocoi,
1217602,1932368,species,Soricomys montanus,
1217603,1932368,species,Soricomys musseri,Palanan shrew-mouse
1218238,34875,subspecies,Saiga tatarica mongolica,
1220054,9742,subspecies,Phocoena phocoena relicta,Black Sea harbor porpoise
1221214,2632709,species,Pseudois sp. DL,
1223622,51345,species,Graphiurus kelleni,Kellen's african dormouse
1224817,9625,species,Vulpes pallida,pale fox
1225529,9789,no rank,Equus incertae sedis,
1225531,9789,species,Equus ovodovi,
1227109,10114,species,Rattus sakeratensis,
1229624,9933,species,Gazella arabica,Arabian gazelle
1230374,37020,subspecies,Oryzomys palustris argentatus,silver rice rat
1230391,55051,species,Galerella nigrata,black mongoose
1230393,55051,species,Galerella nigrata x sanguinea,
1230481,129801,subspecies,Ateles hybridus hybridus,
1230482,2688256,species,Aotus sp. LC-2012,
1230840,9818,subspecies,Orycteropus afer afer,
1232899,49442,species,Rhinolophus cf. hildebrandti,
1234366,9757,species,Mesoplodon hotaula,
1235482,226684,species,Heliosciurus gambianus,Gambian sun squireel
1235483,226679,species,Funisciurus anerythrus,Thomas' rope squirrel
1235508,2634448,species,Connochaetes sp.,
1237365,10053,species,Microtus duodecimcostatus x lusitanicus,
1239296,9783,subspecies,Elephas maximus borneensis,
1239423,9434,species,Myotis cf. albescens,
1239424,9434,species,Myotis cf. californicus,
1239425,9434,species,Myotis cf. keaysi,
1239426,9434,species,Myotis cf. nigricans,
1239427,9434,species,Myotis cf. riparius,
1239428,9434,species,Myotis cf. simus,
1239429,9434,species,Myotis cf. thysanodes,
1239430,9434,species,Myotis cf. yumanensis,
1239434,867169,species,Myotis sp. 2 RJL-2012,
1239835,1090585,species,Gerbillinae sp. IN-2012,
1239839,2618422,species,Lemniscomys sp. IN-2012,
1239840,2637779,species,Mastomys sp. IN-2012,
1239842,2628573,species,Steatomys sp. IN-2012,
1239993,867169,species,Myotis sp. 1 Venezuela,
1239994,867169,species,Myotis sp. 2 E Ecuador,
1239995,867169,species,Myotis sp. 2 W Ecuador,
1239996,867169,species,Myotis sp. 3 W Ecuador,
1239997,867169,species,Myotis sp. 4 W Ecuador,
1239998,867169,species,Myotis sp. 5 Mexico,
1239999,867169,species,Myotis sp. 6 Paraguay,
1240000,867169,species,Myotis sp. 6 Peru,
1240001,867169,species,Myotis sp. 7 W Ecuador,
1240002,867169,species,Myotis sp. 8 W Ecuador,
1240105,69157,species,Rodentia sp. IN-2012 (III-1),
1240106,69157,species,Rodentia sp. IN-2012 (III-2),
1240107,69157,species,Rodentia sp. IN-2012 (VI),
1240108,69157,species,Rodentia sp. IN-2012 (X),
1244562,2597256,species,Oligoryzomys sp. RT-2012,
1244808,461397,species,Coleura kibomalandy,
1244809,2630904,species,Emballonura sp. SJP-2012,
1245032,58072,species,Megaloglossus azagnyi,
1245033,58071,subspecies,Myonycteris angolensis ruwenzorii,
1245034,58071,subspecies,Myonycteris angolensis smithii,
1245035,77236,species,Myonycteris leptodon,
1246547,10162,species,Proechimys semispinosus,Central American spiny rat
1246553,27618,species,Eumops nanus,
1246961,3136030,tribe,Myonycterini,
1246964,3136030,tribe,Epomophorini,
1246966,1246967,genus,Stenonycteris,
1246967,3136030,tribe,Stenonycterini,
1247381,35737,genus,Paradipus,
1247382,1247381,species,Paradipus ctenodactylus,comb-toed jerboa
1247383,52906,species,Sicista caucasica,Caucasian birch mouse
1247384,52906,species,Sicista subtilis,Southern birch mouse
1247458,52906,species,Sicista cf. subtilis,
1247459,52906,species,Sicista cf. caucasica,
1248327,1141640,species,Ictidomys parvidens x Ictidomys tridecemlineatus,
1254423,34857,species,Hylomyscus anselli,Ansell's wood mouse
1255300,873083,subspecies,Ctenomys minutus bicolor,
1256861,1073286,subspecies,Capricornis milneedwardsii maritimus,
1258721,40141,genus,Chinchillula,
1258722,1258721,species,Chinchillula sahamae,achallo
1258723,40141,genus,Galenomys,
1258728,40141,genus,Punomys,
1258729,1258728,species,Punomys kofordi,Eastern puna mouse
1258730,29120,species,Oligoryzomys brendae,Brenda's colilarg
1258731,40141,genus,Abrawayaomys,
1258732,1258731,species,Abrawayaomys ruschii,Ruschi's rat
1258733,1158967,species,Phyllotini sp. GDE-2012,
1258734,10019,subspecies,Dipodomys panamintinus panamintinus,
1258735,94248,subspecies,Dipodomys microps microps,
1258736,284671,subspecies,Dipodomys deserti deserti,
1258737,10020,subspecies,Dipodomys ordii columbianus,
1258738,10017,subspecies,Dipodomys californicus californicus,
1258739,50722,subspecies,Dipodomys agilis agilis,
1258741,94247,subspecies,Dipodomys merriami merriami,
1258742,323374,subspecies,Dipodomys nitratoides nitratoides,Tipton kangaroo rat
1258743,323371,subspecies,Microdipodops pallidus pallidus,
1258744,323371,subspecies,Microdipodops pallidus ruficollaris,
1258745,108149,subspecies,Microdipodops megacephalus californicus,
1259814,69302,subspecies,Gazella gazella gazella,
1261105,39107,genus,Lamottemys,
1261106,1261105,species,Lamottemys okuensis,Mount Oku rat
1261107,2685323,species,Thallomys sp. VN-2012,
1261108,1158615,species,Hylomyscus sp. 3 VN-2012,
1261110,1158615,species,Hylomyscus sp. 4 VN-2012,
1263311,9789,species,Equus przewalskii x Equus caballus,
1263312,2715227,species,Equus hemionus kulan x Equus asinus,
1263326,2715227,species,Equus hemionus kulan x Equus kiang,
1263327,2715227,species,Equus grevyi x Equus caballus,
1263727,9504,species,Aotus zonalis,Panamanian night monkey
1263752,135717,subspecies,Petaurista elegans sybilla,
1263754,55155,species,Petaurista caniceps,gray-headed giant flying squirrel
1264662,186474,subspecies,Rhombomys opimus sargadensis,
1264664,186474,subspecies,Rhombomys opimus sodalis,
1264665,186474,subspecies,Rhombomys opimus sargadensis x sodalis,
1266728,10090,subspecies,Mus musculus domesticus x M. m. molossinus,
1267183,2642879,species,Acomys sp. BNW-2012,
1267393,685890,species,Eolagurus przewalskii,Przewalski's steppe lemming
1267394,329633,species,Allocricetulus curtatus,Mongolian hamster
1267572,68410,species,Moschus anhuiensis,Anhui musk deer
1268271,41266,species,Leopoldamys milleti,Millet's Leopoldamys
1268276,39107,genus,Saxatilomys,
1268277,1268276,species,Saxatilomys paulinae,Paulina's limestone rat
1268362,61618,subspecies,Trachypithecus phayrei shanicus,
1269259,27621,species,Molossus currentium,Thomas's mastiff bat
1276134,10049,species,Arvicola scherman,montane water vole
1276262,37035,subspecies,Cephalorhynchus hectori maui,
1282260,124745,subspecies,Corynorhinus townsendii australis,
1284215,392815,species,Chlorocebus djamdjamensis,Bale Mountains vervet
1284216,2685534,species,Chlorocebus sp. TH-2013,
1284774,2902006,species,Neogale vison x Mustela lutreola,
1286218,291302,subspecies,Miniopterus natalensis arenarius,
1286219,9432,species,Miniopterus cf. arenarius VG-2013,
1286220,2778566,species,Pseudoromicia roseveari,Rosevear's serotine
1286221,2778566,species,Pseudoromicia cf. rendalli SaSt-2013,
1286222,2636793,species,Neoromicia sp. 1 SaSt-2013,
1286223,1032380,species,Pipistrellus sp. 1 SaSt-2013,
1286224,59468,species,Nycticeinops crassulus,broad-headed pipistrelle
1288886,9401,species,Pteropus faunulus,Nicobar flying fox
1290433,9522,species,Callicebus dubius,Hershkovitz's titi
1291037,9401,species,Pteropus capistratus,Bismark masked flying fox
1294088,9598,subspecies,Pan troglodytes verus x troglodytes,
1295174,1907176,species,Neomonachus tropicalis,Caribbean monk seal
1295334,9612,subspecies,Canis lupus desertorum,
1296574,727696,species,Chiroptera sp. BOLD:AAA4092,
1296575,58055,no rank,unclassified Rhinolophidae,
1296576,1296575,species,Rhinolophidae sp. BOLD:AAB6249,
1296577,1296575,species,Rhinolophidae sp. BOLD:AAD3329,
1296578,1296575,species,Rhinolophidae sp. BOLD:AAB9127,
1296579,1296575,species,Rhinolophidae sp. SMM045-12,
1296580,9431,no rank,unclassified Vespertilionidae,
1296581,1296580,species,Vespertilionidae sp. BOLD:AAH8358,
1296582,1296580,species,Vespertilionidae sp. SMM103-12,
1296583,1296580,species,Vespertilionidae sp. BOLD:AAC0445,
1297064,9778,subspecies,Trichechus manatus manatus,Caribbean manatee
1297757,435433,species,Rattus sp. 110316-1,
1300116,9373,genus,Scapanulus,
1300117,1300116,species,Scapanulus oweni,Gansu mole
1300118,9373,genus,Parascaptor,
1300119,1300118,species,Parascaptor leucura,white-tailed mole
1303000,41805,species,Babyrousa celebensis,North Sulawesi babirusa
1303335,138704,species,Lonchophylla concava,
1303773,2684924,species,Delphinus sp. 1 AN-2013,
1303779,2639686,species,Lycalopex sp. Fuegian dog,
1305941,41266,species,Leopoldamys revertens,
1305944,39107,genus,Tonkinomys,
1305945,1305944,species,Tonkinomys daovantieni,Daovantiens limestone rat
1310123,13149,species,Microcebus tanosi,Anosy mouse lemur
1310124,13149,species,Microcebus marohita,
1310125,2630091,species,Microcebus sp. d'Ambre,
1310229,9431,genus,Falsistrellus,
1310230,109484,species,Hypsugo petersi,Peters's pipistrelle
1310238,43319,species,Coendou ichillus,
1310239,43319,species,Coendou pruinosus,
1310240,43319,species,Coendou rufescens,
1310241,43319,species,Coendou nycthemera,
1310242,43319,species,Coendou quichua,
1313323,122245,species,Avahi peyrierasi,
1313324,261733,species,Phaner electromontis,
1313325,261733,species,Phaner parienti,
1315222,10077,subspecies,Akodon subfuscus subfuscus,
1315223,29095,subspecies,Akodon azarae azarae,
1315337,10075,subspecies,Akodon mollis altorum,
1316008,9619,species,Dusicyon avus,
1316009,9608,genus,Cerdocyon,
1320375,9612,subspecies,Canis lupus arctos,Arctic wolf
1321242,10011,species,Thomomys sheldoni,
1325297,2627589,species,Eligmodontia sp. 1 JCM-2013,
1325298,41266,species,Leopoldamys ciliatus,Sundaic mountain long-tailed giant rat
1325299,41266,species,Leopoldamys siporanus,Mentawai long-tailed giant rat
1325300,41266,species,Leopoldamys herberti,
1325302,41266,species,Leopoldamys vociferans,
1325461,2639651,species,Lemmus sp. 1 VKL-2013,
1326930,2626396,species,Mesoplodon sp. 1 CSB-2013,
1328069,9445,genus,Prolemur,
1328070,1328069,species,Prolemur simus,broad-nosed bamboo lemur
1330375,472708,species,Bunomys penitus,inland hill rat
1330376,349702,species,Crunomys celebensis,Celebes shrew mouse
1330377,69080,species,Maxomys dollmani,Dollman's spiny rat
1330380,69080,species,Maxomys hylomyoides,Sumatran mountain spiny rat
1330381,69080,species,Maxomys panglima,Palawan spiny rat
1330387,69080,species,Maxomys tajuddinii,
1330388,248812,species,Phloeomys pallidus,Northern Luzon giant cloud rat
1330389,69080,species,Maxomys cf. hellwaldii JAE-2013,
1330390,1003856,species,Maxomys sp. 1 JAE-2013,
1330538,10011,species,Thomomys nayarensis,
1331069,27660,subspecies,Sturnira lilium paulsoni,
1331094,40232,species,Carollia manu,Manu short-tailed bat
1332043,3371009,subspecies,Cnephaeus bottae omanensis,
1332047,3371012,subspecies,Cnephaeus hottentotus hottentotus,
1332048,3371012,subspecies,Cnephaeus hottentotus pallidior,
1332050,3371021,subspecies,Cnephaeus serotinus pallens,
1332053,3371021,subspecies,Cnephaues serotinus serotinus,
1332054,568926,species,Neoromicia guineensis,Guinean serotine
1332055,568178,subspecies,Rhyneptesicus nasutus batinensis,
1332056,568178,subspecies,Rhyneptesicus nasutus matschiei,
1332057,568178,subspecies,Rhyneptesicus nasutus nasutus,
1332270,2629890,species,Rhinolophus sp. 1 PV-2013,
1334825,51342,subspecies,Aplodontia rufa olympica,
1334826,51342,subspecies,Aplodontia rufa californica,
1334827,51342,subspecies,Aplodontia rufa phaea,
1334828,51342,subspecies,Aplodontia rufa humboldtiana,
1334829,51342,subspecies,Aplodontia rufa pacifica,
1335632,2641855,species,Eliurus sp. 1 JJS-2013,
1340034,114413,subspecies,Mogera insularis latouchei,
1340036,114410,species,Euroscaptor parvidens,small-toothed mole
1340169,114410,species,Euroscaptor klossi,Koss's mole
1341016,9612,subspecies,Canis lupus campestris,steppe wolf
1341606,43326,species,Thrichomys fosteri,
1341607,43326,species,Thrichomys aff. inermis,
1341608,43326,species,Thrichomys aff. apereoides,
1341609,43326,species,Thrichomys aff. laurenteus,
1341610,2624048,species,Makalata sp. 1 FFN-2013,
1342385,9434,species,Myotis cf. nattereri IS-2013,
1343852,10026,genus,Cansumys,
1343853,1343852,species,Cansumys canus,Gansu hamster
1343854,9379,species,Sorex thibetanus,Tibetan shrew
1346251,1965096,species,Callithrix flaviceps,buffy-headed marmoset
1347729,9503,subspecies,Alouatta seniculus puruensis,
1348296,2641855,species,Eliurus sp. 2 JJS-2013,
1352509,39087,genus,Phaiomys,
1353242,9627,subspecies,Vulpes vulpes schrenckii,Sakhalin fox
1353427,42721,species,Marmosops pakaraimae,
1353429,42721,species,Marmosops paulensis,Brazilian slender opossum
1353526,320553,species,Cryptonanus agricolai,
1353796,9665,species,Mustela putorius x Mustela putorius furo,polecat-ferret hybrid
1353927,89118,species,Delomys altimontanus,
1353928,89129,species,Wiedomys cerradensis,cerrado red-nosed mouse
1357419,55149,subspecies,Sciurus vulgaris fuscoater,
1357733,10001,species,Sciurus aureogaster,red-bellied squirrel
1357734,226870,subspecies,Sciurus granatensis hoffmanni,
1357735,226875,subspecies,Sciurus variegatoides rigidus,
1357736,226875,subspecies,Sciurus variegatoides thomasi,
1357737,10001,species,Sciurus deppei,Deppe's squirrel
1365247,2640566,species,Uropsilus sp. 1 FT-2013,
1365274,148056,species,Micronycteris yatesi,Yates's big-eared bat
1365920,62292,species,Chimarrogale styani,Chinese water shrew
1368311,170234,subspecies,Emballonura semicaudata rotensis,
1378062,129429,species,mouse-rat heterokaryon,
1378068,2609447,species,Ochotona sp. QF-2013,
1378275,150083,species,Myosorex babaulti,Babault's mouse shrew
1378279,150083,species,Myosorex jejei,
1378280,36801,species,Crocidura telfordi,Telford's shrew
1378281,36801,species,Crocidura stenocephala,Kahuzi swamp shrew
1378282,36801,species,Crocidura niobe,Niobe's shrew
1378286,150087,species,Scutisorex thori,Thor's hero shrew
1379158,10053,species,Microtus paradoxus,paradox vole
1380313,2646434,species,Carollia sp. 1 PMV-2013,
1380314,9871,species,Odocoileus pandora,Yucatan brown brocket
1380339,43333,species,Mazama temama,Central American red brocket
1380342,61153,species,Arvicanthis cf. niloticus GJK-2013,
1380344,2636980,species,Arvicanthis sp. 1 GJK-2013,
1380868,862510,species,Mus callewaerti,Callewaert's mouse
1380905,258862,species,Mops pumilus s.l. TN-2013,
1381355,13280,species,Taphozous perforatus,Egyptian tomb bat
1381466,568926,species,Neoromicia helios,Samburu pipistrelle
1382559,59529,subspecies,Gazella subgutturosa yarkandensis,Yarkand gazelle
1382560,59529,subspecies,Gazella subgutturosa sairenses,
1383418,9904,subspecies,Bos gaurus gaurus,
1383439,1002697,species,Homo sapiens/Mus musculus xenograft,
1383542,10117,no rank,Rattus rattus complex RCVN_357811,
1383892,435433,species,Rattus sp. R3 AL-2013,
1383893,69082,species,Niviventer hinpoon,limestone rat
1385376,1041414,species,Salpingotus crassicauda,thick-tailed pygmy jerboa
1385377,10090,subspecies,Mus musculus gansuensis,
1385986,2623844,species,Peromyscus sp. 1 HMH-2013,
1385987,10040,species,Peromyscus carletoni,
1386914,48421,species,Bassaricyon neblina,olinguito
1387079,1387127,subspecies,Bassaricyon medius orinomus,
1387096,1386914,subspecies,Bassaricyon neblina neblina,
1387127,48421,species,Bassaricyon medius,western lowland olingo
1387132,1387127,subspecies,Bassaricyon medius medius,
1387314,10011,species,Thomomys nigricans,
1390221,2622000,species,Gerbillus sp. 1 TCB-2013,
1390222,941326,species,Mus sp. 1 TCB-2013,
1391498,56231,species,Phyllotis caprinus,capricorn pericote
1391529,59939,subspecies,Phyllotis osilae nogalaris,
1391530,59939,subspecies,Phyllotis osilae tucumanus,
1391532,2620785,species,Phyllotis sp. 1 GDE-2013,
1391533,2620785,species,Phyllotis sp. 2 GDE-2013,
1391534,2620785,species,Phyllotis sp. 3 GDE-2013,
1391745,2646091,species,Hipposideros sp. 1 LEP-2013,
1392492,89096,subspecies,Abrothrix andina polius,
1392495,241142,subspecies,Abrothrix jelskii inambarii,
1392504,29094,subspecies,Abrothrix longipilis moerens,
1392509,100643,subspecies,Akodon lutescens lutescens,
1392511,53273,genus,Cannomys,
1392512,1392511,species,Cannomys badius,lesser bamboo rat
1392536,337673,subfamily,Delanymyinae,
1392538,1392536,genus,Delanymys,
1392539,1392538,species,Delanymys brooksi,Delany's swamp mouse
1392542,106344,species,Dendromus insignis,Montane African climbing mouse
1392549,106344,species,Dendromus nyasae,Kivu climbing mouse
1392550,1392549,subspecies,Dendromus nyasae kivu,
1392551,106343,subspecies,Deomys ferrugineus christyi,
1392554,51347,species,Lophuromys zena,Zena's brush-furred rat
1392619,39107,genus,Margaretamys,
1392620,1392619,species,Margaretamys elegans,elegant Margareta rat
1392765,100895,subspecies,Microtus californicus mariposae,
1392766,88450,subspecies,Microtus montanus nanus,
1392776,105147,subspecies,Neotoma cinerea acraea,
1392784,56229,subspecies,Ochrotomys nuttalli aureolus,
1392785,137207,subspecies,Oligoryzomys longicaudatus philippii,
1392803,144753,subspecies,Peromyscus crinitus stephensi,
1392804,81633,species,Steatomys krebsii,Kreb's African fat mouse
1392813,2627105,species,Calomyscus sp. 1 JJS-2013,
1393934,153284,subspecies,Myotis bocagii cupreolus,
1393935,138977,subspecies,Myotis horsfieldii deignani,
1393936,138977,subspecies,Myotis horsfieldii horsfieldii,
1393937,9434,species,Myotis cf. ater MR-2013,
1393938,9434,species,Myotis cf. formosus MR-2013,
1393939,9434,species,Myotis cf. laniger MR-2013,
1393940,9434,species,Myotis cf. longipes MR-2013,
1393941,9434,species,Myotis cf. montivagus MR-2013,
1393942,867169,species,Myotis sp. 1 MR-2013,
1393943,867169,species,Myotis sp. 2 MR-2013,
1393944,867169,species,Myotis sp. 3 MR-2013,
1393945,867169,species,Myotis sp. 4 MR-2013,
1394148,89125,species,Scapteromys meridionalis,
1394729,9980,species,Lepus victoriae,African Savanna hare
1395794,10046,species,Meriones persicus,Persian jird
1395887,37736,subspecies,Murexia longicaudata aspera,
1397287,151030,species,Rhynchocyon udzungwensis,grey-faced sengi
1397288,473867,subspecies,Rhynchocyon cirnei reichardi,
1398189,118859,subspecies,Andalgalomys pearsoni dorbignyi,
1398217,13615,species,Monodelphis sanctaerosae,
1398410,9627,subspecies,Vulpes vulpes montana,hill fox
1399576,43319,species,Coendou speratus,
1400527,10161,genus,Olallamys,
1400528,1400527,species,Olallamys albicauda,white-tailed Olalla rat
1400551,36801,species,Crocidura cf. monticola JAE-2013,
1400552,2622384,species,Crocidura sp. 1 JAE-2013,
1400553,36801,species,Crocidura hutanis,Hutan shrew
1400554,36801,species,Crocidura ninoyi,Sibuyan shrew
1400558,36801,species,Crocidura cf. maxi JAE-2013,
1403448,2782170,species,Leptailurus serval x Caracal caracal,
1404342,38619,species,Lutreolina massoia,
1405176,39107,genus,Halmaheramys,
1405177,1405176,species,Halmaheramys bokimekot,spiny Boki Mekot rat
1405178,10114,species,Rattus morotaiensis,Halmahara rat
1405179,39107,genus,Taeromys,
1405180,1405179,species,Taeromys celebensis,Celebes rat
1408241,37886,species,Caenolestes sangay,Sangay shrew opossum
1408244,37886,species,Caenolestes convelatus,northern shew opossum
1410044,77230,species,Epomops buettikoferi,Buettikofer's epauletted fruit bat
1410045,9432,species,Miniopterus villiersi,Villiers's long-fingered bat
1411634,9551,subspecies,Macaca assamensis assamensis,
1414670,36801,species,Crocidura trichura,Christmas Island shrew
1415658,176848,species,Uropsilus atronates,
1415659,176848,species,Uropsilus nivatus,
1415660,2640566,species,Uropsilus sp. 1 TW-2013,
1415661,2640566,species,Uropsilus sp. 2 TW-2013,
1415662,2640566,species,Uropsilus sp. 3 TW-2013,
1416335,42826,species,Trinomys moojeni,Moojen's Atlantic spiny rat
1416742,61151,species,Aethomys hindei,Hinde's rock rat
1417231,13513,species,Eulemur albifrons x rufifrons,
1417236,13513,species,Eulemur albifrons x cinereiceps,
1417237,13513,species,Eulemur cinereiceps x rufifrons,
1417602,46219,subspecies,Sorex palustris labradorensis,
1418021,9980,species,Lepus peguensis,Burmese hare
1419108,68730,subspecies,Cuon alpinus lepturus,
1419257,2626217,species,"Canis sp. Belgium/36,000",
